10	[4822, 21101, 7318, 2163, 16619, 6888, 15863, 21007, 8606, 4400, 8612, 9863]
11	[4512, 21054, 18117, 2931, 17226, 21045, 11928, 14162, 12054, 327]
12	[5961, 8787, 6865, 1075, 20152, 7916, 6033, 20204, 5990, 11200, 630, 16801, 13039]
13	[17055, 10929, 15002, 3640, 9876, 19591, 6871, 13371, 12589, 2263, 11528, 18866, 11426, 6209]
14	[9109, 21199, 19891, 2027, 2702, 6225, 7318, 7427, 14566, 18758, 2163, 11162, 1392, 12964, 1932, 9652, 1545, 18712, 3983, 21109, 10727, 4834, 21120, 3463, 14239, 20381, 14997, 12145, 15937, 14394, 14473]
15	[4512, 7427, 17366, 21434, 15318, 1154, 7049, 1625, 14542, 16080, 3799]
16	[4139, 15077, 17792, 21404, 12914, 0, 1741, 21428, 8638, 20242, 8914, 14781, 6401, 13776, 17135, 17309, 14231, 8105, 849, 18565, 19426, 19959, 9631, 488, 443, 11877, 6231, 2185, 11792, 16846, 14395, 14951, 20688, 12235, 1035, 11153, 16015, 16612, 7619, 17753, 9372, 21405, 993, 4281, 16611, 2157, 19629, 16011, 5240, 12015, 5606, 14989, 17954, 2767, 281, 1499, 5089, 2931, 1359, 2524, 5992, 6690, 3833, 4266, 16511, 2129, 15459, 16697, 8987, 3594, 6130, 7657, 11181, 7385, 16851, 6753, 8187, 3027, 20041, 5788, 7426, 17469, 6671, 8206, 4908, 2396, 3797, 6069, 9478, 2596, 14477, 2598, 17535, 11694, 13919, 7882, 21135, 17980, 4414, 4559, 15418, 20314, 7379, 7493, 1518, 15797, 18391, 6088, 4099, 15771, 16978, 3834, 16909, 9132, 1965, 6718, 5850, 12267, 8844, 9548, 4830, 3794, 16668, 8149, 13522, 16179, 1405, 17763, 19906, 2843, 9023, 8300, 9178, 3669, 16867, 410, 16723, 21448, 8942, 9525, 14994, 3170, 11331, 17407, 11652, 19214, 19841, 3695, 7685, 5022, 1976, 15186, 14655, 18769, 2711, 18070, 6110, 7557, 12345, 11783, 4157, 18624, 17630, 1559, 2734, 7671, 9639, 8291, 19451, 6740, 7430, 14970, 9737, 20139, 14976, 15888, 15884, 5899, 18523, 13587, 10368, 5296, 16449, 14242, 21392, 16014, 13934, 1846, 12271, 10839, 13191, 10388, 14465, 14757, 7656, 4914]
17	[15560, 18215, 12722, 9776, 21428, 3844, 13474, 693, 8914, 16964, 2003, 488, 14385, 18468, 15429, 5076, 9663, 148, 18355, 7590, 18232, 14917, 19478, 16011, 13319, 14989, 20934, 17408, 21397, 2524, 7369, 17486, 9281, 13044, 21126, 17873, 7372, 1626, 11694, 1978, 13919, 7882, 11936, 5526, 20670, 13978, 16916, 17863, 4608, 13971, 2049, 14707, 9023, 11188, 7878, 4973, 9178, 8536, 11311, 6532, 8357, 14569, 10632, 18903, 535, 18866, 20039, 10829, 17975, 9709, 13748, 4907, 10324, 5899, 10810, 9787, 18690, 11836, 10839, 8586, 13191, 16254, 13291]
18	[21428, 13776, 6345, 9877, 20082, 7590, 21213, 1143, 18725, 20240, 4966, 5354, 541, 17942, 13919, 797, 10754, 8080, 5845, 18109, 146, 7144, 19208, 7342, 10792, 9023, 14949, 6532, 19752, 17117, 14569, 5021, 2816, 7004, 3862, 1961]
19	[15603, 3251, 13940, 3385, 9903, 11117, 11086, 19893, 20908, 12996]
20	[8798, 10086, 628, 8237, 12906, 8914, 17309, 2003, 18801, 12826, 443, 6228, 13178, 845, 15429, 9663, 21228, 17077, 6246, 17938, 356, 8833, 2985, 10377, 1776, 8259, 6033, 6871, 19931, 467, 19398, 17709, 10264, 9488, 11457, 20670, 10909, 6859, 11662, 18815, 21254, 17001, 16179, 8590, 18152, 7924, 12976, 9909, 11465, 6699, 2211, 10289, 21120, 21411, 13812, 4843, 18452, 13661, 19893, 21085, 9059, 17975, 16828, 3374, 9526, 1188, 3955, 17293, 12417, 2934, 1846, 12271, 10839, 17142, 4246, 9666]
21	[8687, 13015, 13776, 6541, 7948, 8385, 15328, 14738, 12475, 7640, 13380, 17628, 15152, 1665, 21073, 2340, 2163, 3594, 7320, 12930, 19403, 11269, 14560, 19604, 9018, 8024, 11700, 11465, 17718, 3135, 17381, 19416, 6388, 17550, 3592]
22	[15471, 15995, 13078, 8598, 11954, 16619, 21064, 14229, 6173, 19841, 20982]
23	[3981, 13876, 8787, 5832, 19714, 12251, 17055, 19891, 11497, 15540, 21054, 6060, 2902, 10149, 15002, 232, 13085, 13497, 9189, 7264, 16810, 1773, 1670, 14472, 15846, 20810, 14641, 7640, 13281, 17628, 12462, 13359, 2758, 10859, 8675, 2270, 2163, 8439, 10416, 2941, 8143, 3456, 16453, 16171, 6368, 7923, 9385, 10453, 6131, 4340, 12964, 19085, 2772, 8608, 4207, 18984, 19604, 3983, 11154, 8743, 10727, 16477, 6281, 2639, 3841, 7049, 16569, 15286, 4182, 17653, 378, 17773, 12248, 13574, 19958, 16420, 1452, 7141, 13648, 21120, 14835, 17301, 7638, 813, 8201, 21344, 2642, 13001, 13129, 6976, 2683, 10995, 15713, 3526, 4931, 18523, 1695, 1642, 935, 14527, 8350, 7045, 20635, 2202]
24	[11071, 5605, 15078, 18304, 5295, 4966, 6871, 1275, 12670, 11665, 3537, 11836]
25	[11186, 18737, 693, 17979, 13983, 4252, 11014, 15611, 5310, 8768, 8997, 443, 20092, 1075, 14385, 19379, 5462, 11792, 20379, 5025, 18001, 10712, 1376, 375, 7916, 17855, 1844, 20305, 1736, 11817, 20159, 7024, 14117, 6617, 18132, 2129, 263, 13492, 8337, 17226, 2941, 16990, 17970, 15165, 6758, 4132, 5274, 13919, 20235, 16434, 7383, 13201, 11272, 11431, 12589, 20670, 11230, 11407, 11669, 18282, 17448, 1921, 12911, 20612, 21075, 16187, 21284, 21155, 4479, 14707, 15791, 7693, 2494, 18152, 3669, 18811, 1120, 8452, 14400, 16420, 5772, 2887, 11465, 17347, 6779, 4128, 14235, 17079, 12231, 15703, 12452, 18952, 14655, 535, 20188, 5231, 14392, 6787, 105, 2576, 13354, 1934, 11006, 12230, 5424, 19537, 17293, 19384, 10839, 8586, 13755, 7045, 14167]
26	[5103, 9166, 14798, 17965, 20651, 13441, 2034, 9258, 18639, 6347, 16554, 5983, 13359, 4916, 5343, 10536, 5354, 12912, 8567, 9492, 9117, 20695, 14891, 6497, 9771, 13453, 19646, 5960, 21166, 11154, 8630, 14707, 10926, 18077, 18476, 20817, 12922, 19666, 17117, 19841, 13418, 19492, 1168, 9674, 14239, 18070, 6562, 4582, 17630, 5721, 5621, 3902, 4656, 20517, 16254, 12925]
27	[5690, 20789, 21423, 11877, 12987, 14811, 18151, 15328, 14812, 19373, 13690, 6419, 1149, 3630, 3271, 2129, 16, 20749, 11162, 18007, 9295, 13012, 6860, 16640, 3080, 14149, 19526, 19003, 4704, 9354, 6323, 6234, 6761, 14542, 14997, 13587, 4971, 14394, 2158, 11977]
28	[19053, 15036, 17182, 7204, 16923, 12514, 7640, 5509, 21290, 569, 7550, 1318, 4608, 17120, 14993, 1398, 4048, 13128, 2158]
29	[4723, 19401, 1184, 5752, 12284, 20922, 8700, 15199, 13318, 14121, 18460, 13214, 13272, 3487, 14403, 19354, 15397, 12134, 2431, 18107, 547, 18307, 20379, 19810, 3072, 17786, 5000, 388, 4103, 18559, 15783, 20799, 20934, 3869, 10847, 17408, 10703, 12484, 14290, 4165, 6324, 417, 5864, 10377, 3833, 17505, 4243, 21134, 1776, 14398, 5457, 12465, 9117, 644, 18324, 6300, 7826, 17918, 15425, 14388, 4553, 1289, 10883, 6220, 15664, 9155, 13271, 19570, 11257, 8230, 7828, 4940, 2640, 5454, 12834, 19752, 17347, 6785, 425, 15435, 11436, 1912, 9795, 565, 10995, 7430, 1836, 21226, 20691, 7000, 2953, 17113, 16060, 8008, 9781, 3162, 1986, 18862, 8591]
30	[18347, 16304, 203, 12844, 12671, 16090, 13966, 2140, 1264, 12712, 6806, 8591]
31	[15150, 10115, 547, 6817, 9505, 8537, 13585, 12563, 14281, 20159, 11555, 19465, 10264, 1204, 20180, 8925, 17763, 4789, 9354, 11041, 8430, 3537, 20375, 14239, 18070, 16221, 15182]
32	[12537, 2687, 16878, 14403, 17991, 20550, 17509, 18304, 12015, 12689, 17971, 10507, 4369, 588, 21429, 9465, 331, 5105, 17973, 17353, 15659, 8031, 10829, 12054, 5233, 10372, 8782, 1668, 13587, 6792, 20200]
33	[3306, 20983, 2888, 11799, 18468, 21397, 953, 18629, 1978, 21176, 8856, 16940, 16534, 14239]
34	[13469, 20934, 1359, 5847, 19485, 14057, 5343, 12942, 5463, 3251, 1090, 20612, 13009, 9060]
35	[19053, 13135, 2699, 16003, 9166, 10323, 3352, 11995, 10125, 10417, 815, 20190, 2440, 19891, 7637, 20654, 1225, 8997, 8935, 20082, 8115, 8455, 2753, 15532, 1135, 16409, 12379, 10427, 7748, 1160, 13992, 13281, 11270, 14802, 15196, 10095, 1485, 19747, 4837, 19553, 9385, 13958, 170, 19149, 19597, 15425, 6197, 13394, 21378, 14915, 15702, 10538, 704, 4522, 15318, 5109, 156, 15705, 18907, 3274, 4392, 3288, 11313, 17279, 14711, 18536, 4125, 21243, 1263, 13908, 19666, 13679, 11277, 8739, 20188, 3888, 20039, 5231, 7655, 11229, 8431, 15572, 1119, 21355, 14191, 5721, 16122, 3902, 12185, 10686, 8275, 13429, 17881, 7066, 20530, 4523, 2944, 1292, 18182, 318]
36	[861, 13355, 109, 9043, 9694, 19249, 9131, 14031, 3924, 498, 1706]
37	[17055, 3640, 7450, 12475, 7427, 11566, 16762, 13492, 2941, 6871, 4414, 15318, 8844, 19256, 16420, 9903, 18351, 18866, 12009, 4385, 11124, 6209]
38	[5095, 20998, 263, 21103, 2141, 2354, 5946, 21012, 702, 14532, 7170, 7361, 13276]
39	[5170, 17251, 12914, 21428, 7115, 6401, 13776, 9621, 19426, 9855, 443, 8385, 19013, 14385, 16673, 18027, 4514, 12235, 73, 21271, 5592, 5148, 16207, 17553, 8657, 4343, 11817, 6434, 16526, 12361, 11228, 10552, 10314, 3657, 8803, 7657, 1456, 18759, 18848, 9341, 4526, 9694, 9254, 12160, 16698, 10264, 9519, 1204, 19956, 1428, 10562, 2397, 17448, 1586, 10328, 5212, 8844, 19166, 15525, 18887, 2494, 621, 12882, 11784, 18330, 11465, 18818, 8468, 11331, 6785, 21411, 20252, 5811, 535, 5658, 17742, 4650, 2743, 14098, 14168, 4571, 20228, 16998, 11229, 9035, 16828, 10368, 2284, 19032, 11079, 17720, 10420, 1789, 4533, 3430, 20757]
40	[906, 21428, 20242, 7276, 14656, 3072, 1849, 1735, 17704, 3833, 8346, 14807, 20670, 18655, 10625, 12767, 12882, 1602]
41	[5832, 18988, 17628, 17331, 13836, 15318, 21109, 21120, 1449, 5594, 20635]
42	[13318, 10305, 19873, 9189, 12490, 2174, 15805, 4547, 11555, 17970, 17893, 7896, 7809, 5529, 17894, 12934, 9131, 14325, 18070, 7571, 21392]
43	[11009, 17470, 8768, 5360, 3689, 19882, 12638, 12880, 2623, 12484, 21104, 5210, 5618, 17634, 12892, 11453, 14857, 1688, 2081, 1859, 18623, 15123, 14118, 3674, 14855, 18818, 5224, 14608, 21120, 20376, 2545, 4770, 2590, 9307, 18070, 16114, 14294, 9944, 9787, 10660, 19665, 20635]
44	[20239, 17948, 9440, 16217, 268, 13181, 18296, 8803, 15797, 16787, 7828, 20089, 12274]
45	[13776, 14951, 20192, 7916, 356, 13189, 4266, 15626, 7372, 14186, 10026, 4255, 11313, 19095, 2179, 9930, 4125, 18070, 7698, 8431, 1669]
46	[17182, 7264, 13411, 13836, 18985, 21109, 14162, 16120, 11465, 11430]
47	[10125, 4787, 12893, 4966, 7831, 5357, 9435, 10072, 14005, 14569, 20290, 6159, 12241, 14970, 20793]
48	[5756, 11071, 1475, 11678, 12618, 5605, 2198, 5260, 15429, 9663, 21023, 281, 12671, 1092, 15033, 17970, 5484, 7372, 3797, 2345, 8831, 19046, 2006, 10426, 9131, 21448, 1744, 13065, 6548, 14941, 17312, 18726, 20211, 15836, 16254, 14167]
49	[1339, 10643, 3046, 18531, 12623, 17466, 1947, 11566, 16472, 11362, 5126, 12752, 36, 1992, 10001, 10455]
50	[17507, 1701, 6700, 13992, 7427, 1665, 5992, 7145, 10027, 10637, 17504, 21224, 5679, 12185]
51	[17055, 7427, 10509, 9876, 12031, 2690, 6069, 14149, 10407, 16364, 14160, 3721, 17244, 8942, 4836, 7638, 16080, 14250]
52	[8232, 12618, 5095, 18988, 13380, 12050, 5992, 21073, 1392, 19403, 10727, 21298, 15520, 16321]
53	[3511, 3594, 5893, 7174, 21179, 7141, 19774, 7685, 17130, 14970]
54	[3692, 16875, 11994, 18793, 17934, 18460, 3879, 18269, 13853, 12209, 9816, 18134, 6554, 21324, 14680, 7333, 6231, 5201, 4002, 6588, 8298, 148, 11121, 12264, 16015, 10, 3031, 21271, 2674, 2150, 11243, 18666, 15328, 9140, 5151, 18415, 13400, 16233, 5000, 17855, 388, 8369, 12475, 2370, 5606, 15841, 10111, 7640, 15093, 17954, 7427, 11986, 14640, 2822, 20874, 17756, 5136, 12211, 1381, 7877, 20763, 19943, 10383, 14823, 10054, 4920, 12369, 5463, 3164, 6498, 21026, 12160, 11214, 10796, 9774, 21429, 8527, 2042, 4278, 20670, 14388, 677, 3632, 18391, 1246, 4720, 16515, 1965, 12317, 15237, 16424, 1405, 7824, 9930, 8059, 19899, 10878, 12922, 7002, 5582, 18818, 8270, 13000, 13470, 14569, 3991, 13050, 9344, 17307, 2221, 19837, 89, 1298, 6949, 9149, 20290, 18866, 15761, 19014, 6110, 5802, 1540, 18561, 11229, 16926, 578, 9808, 5232, 3374, 4332, 16221, 8822, 759, 18523, 2951, 2953, 19431, 16071, 542, 5122, 11148, 4246, 8594, 2022, 676]
55	[8092, 7973, 12602, 8278, 20081, 21168, 5298, 12433, 6743, 11306, 7858, 2756, 15970, 16762, 2289, 5354, 3754, 3027, 1399, 14520, 3983, 16643, 702, 14123, 11192, 12274, 16231, 1668, 7361, 1224, 13191, 5863]
56	[5712, 10768, 19873, 1674, 10544, 7657, 12215, 6753, 21126, 7872, 12953, 10392, 13271, 12267, 2564, 15984, 1264, 4981, 12440, 20293, 13003, 405, 19466, 10368, 18669, 5017]
57	[13895, 19723, 3143, 18269, 9816, 20789, 14959, 4745, 367, 21101, 13476, 13992, 18317, 6452, 5509, 1665, 2163, 6059, 14255, 19591, 384, 9385, 6651, 19096, 18984, 10307, 12267, 4479, 4233, 6323, 17244, 9903, 3193, 4028, 8739, 15269, 6002]
58	[20239, 20627, 17965, 7264, 17628, 15800, 17124, 20403, 12236, 3803, 2118]
59	[16466, 845, 2594, 6500, 6583, 17990, 9907, 2991, 5491, 7912, 14884, 5493]
60	[5761, 17562, 10595, 6776, 3580, 10545, 15686, 4512, 15933, 9736, 16354, 18717, 2902, 6700, 21101, 9414, 20946, 12475, 17134, 356, 1953, 4343, 20072, 508, 2205, 13056, 2163, 16762, 20232, 10130, 9722, 11446, 12036, 4585, 17634, 16619, 21434, 12930, 10499, 6056, 17563, 4884, 1346, 12256, 18072, 3301, 15743, 12272, 3189, 2007, 716, 16120, 12687, 1649, 13306, 14315, 4770, 5165, 8749, 14550, 15713, 15888, 19967, 18523, 10393, 17293, 17832, 11124, 2202]
61	[6512, 19013, 3694, 2797, 9013, 16526, 2931, 11615, 541, 16906, 11465, 7018, 11331, 6159, 2782, 3526, 12577]
62	[861, 11613, 20873, 10064, 19729, 488, 16377, 8385, 19237, 19406, 16673, 9293, 19539, 13539, 17753, 8685, 12575, 13217, 18204, 13189, 3068, 7427, 5089, 13359, 20159, 5864, 8003, 11931, 7248, 365, 8054, 17225, 11615, 1759, 12110, 6033, 5788, 3586, 8715, 8197, 21272, 13038, 20119, 1678, 11892, 3080, 14807, 18962, 11457, 13370, 11230, 5603, 11407, 1382, 15379, 4608, 6465, 12643, 13202, 14993, 1965, 8424, 3348, 3774, 12934, 10792, 8894, 4388, 6532, 16441, 4288, 1110, 14331, 1744, 13749, 11638, 1083, 13988, 16279, 20304, 3008, 7425, 18866, 12274, 20919, 6965, 18545, 15074, 5309, 5340, 18268, 21249, 8782, 18272, 266, 4385, 12626, 17136, 17591, 6333, 5049, 16449, 1224, 5542, 3430, 10766, 15967]
63	[13078, 606, 401, 16810, 13476, 7916, 21290, 6653, 2163, 13492, 15364, 646, 13838, 4028, 14315, 18857]
64	[4778, 9749, 16953, 12421, 13174, 9166, 13744, 7758, 11389, 15394, 13078, 2027, 10827, 828, 10183, 12600, 20379, 19718, 2016, 1329, 1135, 2796, 1370, 2351, 20661, 1236, 20702, 13690, 7008, 7742, 2453, 5992, 10314, 11812, 1044, 184, 15533, 15998, 17535, 13531, 16698, 15005, 4414, 17675, 6465, 2565, 15810, 4352, 9940, 9647, 10027, 6610, 7924, 21351, 15538, 11010, 6866, 2415, 17347, 19321, 11331, 8320, 20421, 16135, 3924, 6243, 4224, 439, 1373, 21381, 12083, 13581, 9485, 2206, 16652, 10764, 3790, 15568, 4144, 12271, 17665, 19989, 10256, 6991, 15361, 6406]
65	[4021, 3431, 3580, 19013, 401, 18117, 7264, 2796, 11602, 356, 7427, 5618, 4562, 12014, 4908, 12930, 20403, 9488, 1545, 18021, 4233, 21179, 17773, 11465, 15652, 5165, 14247, 8275, 19572, 2547, 12019]
66	[14574, 17979, 6865, 7268, 18742, 6327, 18728, 10297, 9430, 6330, 8789, 656, 833, 7090, 6521, 12470, 11131, 12911, 4030, 10463, 10402, 12633, 410, 6532, 14803, 16998, 5231, 2248, 2422, 10631, 10185, 14577]
67	[10768, 13292, 11885, 15002, 73, 13189, 15857, 8054, 16833, 21254, 5818, 3840, 17721, 7236, 19325, 12083, 16337, 8475]
68	[2003, 19237, 828, 6059, 6506, 14149, 20180, 17763, 18866, 20039]
69	[2320, 12623, 11878, 15002, 2931, 11270, 5992, 2163, 16511, 13492, 2941, 9818, 17120, 21109, 10009, 15525, 11700, 17773, 16120, 20977, 21120, 2949, 266, 12712]
70	[11175, 1895, 16694, 16217, 6679, 9372, 4053, 15304, 13189, 16001, 4920, 18759, 11695, 13038, 9827, 5186, 5194, 6640, 7567, 12695, 5516, 15119, 2711, 20306, 20383, 14164, 9484, 7246, 318]
71	[17860, 7121, 5234, 7845, 14774, 4622, 2902, 19105, 15204, 18114, 16817, 5509, 16762, 9066, 7550, 7523, 17455, 20481]
72	[5079, 21101, 629, 20932, 13992, 1736, 1665, 6653, 18593, 12031, 646, 10329, 4340, 3907, 3721, 17921, 4673, 6323, 7229, 17244, 1200, 2319]
73	[20283, 4201, 20873, 6038, 6865, 4810, 8997, 828, 547, 15328, 8277, 14375, 9973, 2163, 9722, 19272, 3466, 6242, 5613, 270, 17535, 6145, 19304, 18984, 14515, 573, 9800, 21281, 7954, 4033, 9354, 20384, 1270, 14235, 13988, 18331, 20039, 6562, 767, 18210, 11029, 8255, 10483, 4476, 1642, 7246, 14394, 1846, 16563]
74	[10115, 12606, 16694, 5462, 5052, 11878, 1947, 16923, 4908, 21354, 9590, 18839, 11041, 17764, 4385, 6777]
75	[4723, 17860, 12914, 12722, 1339, 8710, 19953, 4512, 10852, 4745, 6347, 15455, 20379, 13158, 10846, 7752, 21101, 17387, 12446, 3866, 16131, 15924, 20395, 15846, 1160, 2250, 12505, 5620, 5509, 1665, 11931, 2270, 15800, 3657, 9722, 18629, 19976, 14398, 13586, 5463, 11965, 17634, 1392, 10160, 4550, 17546, 21434, 9385, 17331, 6589, 5398, 10499, 6794, 7719, 677, 1921, 1154, 21109, 12267, 10009, 15743, 11041, 16120, 17244, 14994, 6272, 21120, 19666, 12509, 12083, 535, 13024, 18108, 17975, 18210, 14550, 15037, 1697, 5721, 6740, 12552, 1642, 4385, 10839, 11940, 9530, 7749, 6991]
76	[7205, 828, 9973, 2756, 6453, 11555, 9792, 3127, 18818, 6663, 13354, 11062]
77	[4021, 12618, 16853, 19013, 21101, 12475, 4761, 5618, 2163, 15596, 8143, 12256, 12471, 4762, 21179, 3189, 19958, 1452, 17301, 13129, 979, 4453, 7045, 2202]
78	[9189, 7318, 7657, 1392, 733, 9750, 2875, 12101, 18021, 3895, 1038, 3058, 11465, 19367, 17881, 17142, 2202]
79	[17860, 7443, 3077, 13547, 7873, 15611, 20248, 9664, 11127, 10970, 9189, 21213, 15603, 215, 209, 21373, 3749, 13926, 10581, 12671, 19203, 8263, 3889, 7304, 6242, 9813, 12499, 7904, 19844, 17893, 7386, 8107, 12589, 12103, 6488, 6465, 7855, 17639, 9354, 7924, 17403, 20484, 10719, 15114, 13665, 3599, 17301, 2949, 7952, 10973, 18210, 1107, 2144, 759, 14250, 1520, 17256, 16206, 19384, 12712, 14813, 13052, 11260, 14119, 2202]
80	[2817, 3018, 19300, 20562, 19299, 10271, 21054, 1330, 3113, 7105, 491, 4920, 11657, 10015, 12018, 3451, 5526, 1721, 16978, 12317, 20571, 3369, 10707, 19024, 7411, 10574, 17885, 1298, 16655, 10266, 1354, 4186, 1408, 15624, 5594, 20073, 17842]
81	[21116, 21432, 12505, 1665, 6165, 9876, 10359, 4371, 5524, 19256, 4065, 2206, 1705, 14527]
82	[21428, 16069, 5322, 15459, 9254, 8527, 3907, 10307, 9930, 17823]
83	[5380, 5050, 14045, 16675, 12907, 13476, 19621, 1144, 5992, 14545, 12719, 19526, 10157, 13969, 3656, 9077, 17722, 1373, 14357, 15273, 17494, 19571, 7086, 10751, 18422, 5455, 5651]
84	[18269, 17366, 1665, 7657, 2033, 7523, 19958, 1866, 3193, 15269, 7045]
85	[828, 12893, 18363, 7550, 19096, 8844, 6532, 20977, 2949, 8618]
86	[8687, 7121, 4647, 11546, 7630, 21428, 6958, 567, 10438, 17557, 19406, 5839, 4622, 12307, 3640, 6225, 1670, 15846, 12505, 18363, 5509, 569, 15975, 20862, 13411, 5585, 19096, 6465, 18984, 1154, 4762, 18580, 2179, 14162, 18152, 10569, 8452, 4836, 7138, 17504, 10791, 8739, 1785, 12009, 14172, 1657, 15713, 178, 19636, 11124, 20635]
87	[11482, 11118, 18029, 16304, 4923, 6060, 160, 1713, 19392, 6712, 18355, 17626, 1494, 583, 3587, 17984, 19675, 14708, 14184, 10074, 7372, 19515, 10235, 10161, 14807, 10909, 4608, 7144, 19208, 10519, 7612, 17258, 20600, 9673, 13648, 21052, 648, 17733, 11416, 11345, 11229, 1354, 12740, 10247, 11786, 16206, 758, 6218, 9977, 14167, 11977]
88	[19969, 1965, 19971, 5557, 19095, 14768, 702, 5697, 14331, 9364, 14994, 15913, 19608, 1224, 4584]
89	[3133, 8603, 13625, 7486, 20661, 18640, 58, 7246, 20326, 8900]
90	[9184, 5605, 6045, 19976, 1482, 7372, 9694, 4041, 1978, 19249, 12670, 19994, 20809, 10343, 21108, 6548, 18210, 12577, 13191, 12996]
91	[15359, 21428, 5025, 6511, 18437, 7433, 18758, 11812, 9694, 10072, 837, 1276, 12670, 4755, 1057, 21411, 8062, 15474, 12447, 9579]
92	[3115, 4630, 2500, 13562, 12566, 17871, 111, 6229, 18940, 1770, 17636, 1976, 6026, 13934, 19697, 12861]
93	[13094, 2483, 18572, 9140, 12636, 5620, 16301, 5847, 19063, 14398, 15374, 1684, 13966, 668, 10930, 5603, 18940, 1504, 10637, 626, 5935, 3998, 6329, 19782, 20421, 19452, 7997, 6965, 5636, 17625, 6916, 19800, 8565, 3465]
